type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
multi_family,1924.0,6.0,4.0,3.0,1.0,3.0,,,,,,260000.0,for_sale
single_family,1926.0,3.0,2.0,2.0,,2.0,3750.0,1348.0,2.0,148000.0,1997-04-23,375000.0,for_sale
condos,1924.0,2.0,2.0,2.0,,,,1800.0,14.0,,,349900.0,for_sale
single_family,1952.0,2.0,2.0,1.0,1.0,,,900.0,1.0,,,124950.0,for_sale
single_family,1927.0,3.0,1.0,1.0,,,6098.0,1504.0,2.0,,,189900.0,for_sale
condos,2008.0,2.0,2.0,2.0,,1.0,,,5.0,,,475000.0,for_sale
condos,,1.0,1.0,1.0,,,,,5.0,135000.0,2011-09-12,264900.0,for_sale
condos,1928.0,2.0,1.0,1.0,,,,,3.0,,,167000.0,for_sale
condos,2005.0,3.0,3.0,2.0,1.0,1.0,,1700.0,3.0,,,275000.0,for_sale
condos,,2.0,2.0,2.0,,,,1200.0,4.0,320000.0,2007-11-02,405000.0,for_sale
condos,1965.0,1.0,1.0,1.0,,,,,25.0,120000.0,2004-02-20,89900.0,for_sale
single_family,1949.0,2.0,2.0,2.0,,,,1232.0,,,,114900.0,for_sale
single_family,1913.0,5.0,3.0,3.0,,2.0,3960.0,1734.0,2.0,175000.0,1998-06-02,549877.0,for_sale
condos,1907.0,3.0,2.0,2.0,,,,,3.0,249000.0,2016-02-18,150000.0,for_sale
single_family,1955.0,5.0,4.0,2.0,2.0,1.0,4748.0,2782.0,2.0,160000.0,2013-06-06,300000.0,for_sale
single_family,1880.0,7.0,6.0,5.0,1.0,4.0,19166.0,5500.0,3.0,87500.0,1984-04-30,625000.0,for_sale
single_family,1970.0,4.0,3.0,2.0,1.0,2.0,5619.0,2128.0,2.0,210000.0,1999-02-24,450000.0,for_sale
condos,2004.0,2.0,2.0,2.0,,2.0,,1200.0,24.0,335000.0,2017-11-16,350000.0,for_sale
single_family,1949.0,5.0,3.0,2.0,1.0,2.0,4625.0,1200.0,2.0,135000.0,2009-10-07,314900.0,for_sale
single_family,1940.0,3.0,3.0,2.0,1.0,2.0,3983.0,,2.0,,,425000.0,for_sale
condos,1928.0,2.0,1.0,1.0,,,,1200.0,3.0,36000.0,2011-11-07,249500.0,for_sale
condos,1913.0,2.0,2.0,2.0,,,,1400.0,4.0,170000.0,2013-06-20,300000.0,for_sale
condos,,3.0,2.0,2.0,,,,,3.0,114000.0,1994-06-29,389900.0,for_sale
condos,,2.0,2.0,2.0,,,,1345.0,3.0,442500.0,2021-01-14,535000.0,for_sale
multi_family,1915.0,8.0,3.0,3.0,,,,,,15000.0,2010-05-14,239900.0,for_sale
condos,1928.0,1.0,1.0,1.0,,,,,6.0,207500.0,2017-04-27,280000.0,for_sale
single_family,1926.0,4.0,2.0,2.0,,2.0,,,2.0,390000.0,2005-05-13,499900.0,for_sale
single_family,1927.0,4.0,3.0,3.0,,1.0,4164.0,3400.0,2.0,150000.0,2022-05-06,285000.0,for_sale
single_family,1916.0,4.0,4.0,4.0,,2.0,4138.0,,2.0,380000.0,2017-03-13,499000.0,for_sale
single_family,1923.0,3.0,2.0,1.0,1.0,,6625.0,1314.0,2.0,,,119900.0,for_sale
single_family,,5.0,4.0,4.0,,2.0,10000.0,4000.0,2.0,528000.0,2006-10-26,1895000.0,for_sale
single_family,1880.0,6.0,5.0,4.0,1.0,2.0,2860.0,4140.0,,,,1975000.0,for_sale
multi_family,1918.0,7.0,3.0,3.0,,2.0,3049.0,,,81000.0,2013-02-27,225000.0,for_sale
condos,1963.0,1.0,1.0,1.0,,1.0,,850.0,25.0,124000.0,2015-04-29,159000.0,for_sale
multi_family,2023.0,9.0,6.0,6.0,,3.0,3900.0,,,,,1150000.0,for_sale
condos,1891.0,2.0,3.0,2.0,1.0,,,,4.0,358500.0,2003-05-05,600000.0,for_sale
single_family,1942.0,2.0,1.0,1.0,,1.0,4356.0,974.0,2.0,,,230000.0,for_sale
condos,1974.0,2.0,2.0,1.0,1.0,,,,3.0,105000.0,2022-05-09,195000.0,for_sale
multi_family,1921.0,8.0,4.0,4.0,,2.0,3500.0,,,,,880000.0,for_sale
single_family,1948.0,2.0,1.0,1.0,,2.0,,912.0,2.0,,,85000.0,for_sale
single_family,1893.0,4.0,5.0,4.0,1.0,,3125.0,3647.0,,342000.0,2018-08-16,1285000.0,for_sale
single_family,1947.0,3.0,1.0,1.0,,2.0,4375.0,1500.0,1.0,95000.0,2000-11-08,215000.0,for_sale
single_family,1934.0,3.0,3.0,3.0,,2.0,,,2.0,725000.0,2021-01-08,799000.0,for_sale
single_family,,3.0,4.0,3.0,1.0,2.0,3990.0,3300.0,2.0,165000.0,2020-10-27,575000.0,for_sale
single_family,1895.0,4.0,2.0,1.0,1.0,,,1650.0,2.0,25500.0,1987-03-03,120000.0,for_sale
condos,1911.0,2.0,1.0,1.0,,,,1100.0,3.0,,,325000.0,for_sale
condos,1910.0,3.0,2.0,2.0,,,,1800.0,3.0,440000.0,2019-05-29,540000.0,for_sale
condos,2006.0,2.0,2.0,2.0,,,,1000.0,3.0,156000.0,2015-11-10,225000.0,for_sale
single_family,1892.0,3.0,2.0,2.0,,,2185.0,1488.0,2.0,150000.0,1999-11-30,494000.0,for_sale
single_family,1910.0,3.0,2.0,1.0,1.0,,,1870.0,2.0,,,99950.0,for_sale
single_family,1927.0,3.0,2.0,1.0,1.0,2.0,3136.0,882.0,1.0,165000.0,2003-05-15,150800.0,for_sale
single_family,1921.0,3.0,2.0,2.0,,2.0,3746.0,1196.0,2.0,213000.0,2000-11-22,349000.0,for_sale
multi_family,1923.0,6.0,4.0,4.0,,4.0,,,,,,369900.0,for_sale
single_family,1925.0,4.0,3.0,2.0,1.0,1.0,9000.0,2431.0,2.0,465000.0,2018-09-14,665000.0,for_sale
single_family,1933.0,4.0,5.0,4.0,1.0,,,4000.0,,,,1200000.0,for_sale
single_family,1903.0,5.0,3.0,3.0,,,4792.0,1538.0,2.0,,,375000.0,for_sale
townhomes,1949.0,2.0,1.0,1.0,,2.0,,1000.0,2.0,185000.0,2004-10-07,284899.0,for_sale
condos,,1.0,1.0,1.0,,1.0,,924.0,10.0,116000.0,2012-03-12,199900.0,for_sale
single_family,1915.0,2.0,1.0,1.0,,2.0,3780.0,1209.0,1.0,,,137750.0,for_sale
single_family,2023.0,3.0,3.0,2.0,1.0,,,1718.0,2.0,,,390000.0,for_sale
single_family,1961.0,3.0,3.0,2.0,1.0,2.0,5750.0,1294.0,1.0,171000.0,1987-11-01,424995.0,for_sale
single_family,1998.0,3.0,2.0,2.0,,2.0,,1440.0,2.0,,,450000.0,for_sale
single_family,1885.0,4.0,3.0,2.0,1.0,2.0,4512.0,3500.0,3.0,1125000.0,2022-04-13,1595000.0,for_sale
single_family,1923.0,4.0,2.0,2.0,,2.0,4625.0,1796.0,2.0,83000.0,1990-08-20,249873.0,for_sale
townhomes,1879.0,3.0,3.0,2.0,1.0,1.0,,2995.0,2.0,505000.0,2022-04-13,619000.0,for_sale
single_family,1928.0,3.0,2.0,2.0,,2.0,3920.0,936.0,2.0,48000.0,1984-04-13,309900.0,for_sale
townhomes,1978.0,4.0,2.0,1.0,1.0,,1320.0,600.0,2.0,,,399000.0,for_sale
single_family,1950.0,4.0,2.0,2.0,,2.0,3659.0,1800.0,2.0,,,229999.0,for_sale
townhomes,1990.0,2.0,3.0,2.0,1.0,1.0,,1563.0,2.0,195000.0,2005-10-24,280000.0,for_sale
multi_family,1927.0,9.0,3.0,3.0,,2.0,3920.0,,,,,215000.0,for_sale
single_family,1856.0,3.0,1.0,1.0,,2.0,4687.0,1250.0,1.0,10500.0,2012-11-16,150000.0,for_sale
single_family,1952.0,3.0,2.0,1.0,1.0,1.0,,1600.0,1.0,,,350000.0,for_sale
single_family,1925.0,7.0,9.0,7.0,2.0,4.0,,12250.0,,,,13900000.0,for_sale
single_family,1961.0,3.0,2.0,1.0,1.0,2.0,5152.0,1213.0,1.0,,,315000.0,for_sale
townhomes,2003.0,3.0,3.0,2.0,1.0,2.0,,2500.0,3.0,435000.0,2013-06-13,549500.0,for_sale
condos,1924.0,3.0,2.0,2.0,,,,,3.0,60000.0,2012-05-03,90000.0,for_sale
multi_family,1916.0,4.0,3.0,3.0,,1.0,3750.0,,,20000.0,2010-06-22,39500.0,for_sale
single_family,1956.0,3.0,1.0,1.0,,2.0,10890.0,1100.0,1.0,95000.0,2017-06-30,220000.0,for_sale
single_family,1914.0,5.0,5.0,3.0,2.0,2.0,,2742.0,3.0,,,610000.0,for_sale
multi_family,1879.0,5.0,2.0,2.0,,,3049.0,,,13000.0,2012-12-31,255000.0,for_sale
condos,2009.0,3.0,2.0,2.0,,,,1086.0,3.0,,,229900.0,for_sale
single_family,2024.0,6.0,8.0,6.0,2.0,4.0,6184.0,8000.0,3.0,2054000.0,2023-07-03,5750000.0,for_sale
single_family,1960.0,3.0,1.0,1.0,,2.0,,1040.0,,55000.0,1987-11-01,265000.0,for_sale
single_family,1943.0,4.0,3.0,3.0,,2.0,3690.0,2900.0,2.0,,,630000.0,for_sale
single_family,1959.0,3.0,2.0,2.0,,2.0,,1241.0,2.0,,,200000.0,for_sale
single_family,,3.0,2.0,2.0,,1.0,5625.0,1100.0,1.0,,,309000.0,for_sale
single_family,1970.0,3.0,1.0,1.0,,2.0,,1092.0,1.0,,,239900.0,for_sale
single_family,1990.0,4.0,2.0,2.0,,2.0,5053.0,1652.0,,285000.0,2002-03-27,425000.0,for_sale
single_family,1950.0,3.0,2.0,1.0,1.0,,4613.0,1320.0,2.0,74000.0,2022-03-18,85000.0,for_sale
single_family,1950.0,3.0,2.0,1.0,1.0,,3750.0,,1.0,,,349900.0,for_sale
single_family,1918.0,5.0,4.0,2.0,2.0,1.0,5056.0,2015.0,2.0,143000.0,1998-11-04,314200.0,for_sale
multi_family,1885.0,6.0,3.0,3.0,,,,,,,,599900.0,for_sale
single_family,1885.0,4.0,3.0,3.0,,4.0,7600.0,6795.0,3.0,230000.0,2017-09-08,349000.0,for_sale
single_family,1900.0,4.0,4.0,3.0,1.0,,5314.0,4812.0,3.0,40000.0,1991-11-29,710000.0,for_sale
condos,2003.0,2.0,2.0,2.0,,1.0,,1326.0,1.0,325500.0,2007-03-19,419000.0,for_sale
multi_family,1926.0,9.0,3.0,3.0,,3.0,3125.0,,,190000.0,2003-09-05,305000.0,for_sale
single_family,1930.0,3.0,2.0,2.0,,2.0,3751.0,1226.0,2.0,34500.0,1981-03-31,198500.0,for_sale
condos,1919.0,4.0,2.0,2.0,,,,,3.0,472500.0,2020-10-20,384900.0,for_sale
condos,1914.0,1.0,1.0,1.0,,1.0,,1000.0,11.0,210500.0,2022-04-15,245000.0,for_sale
multi_family,1895.0,6.0,2.0,2.0,,1.0,4464.0,,,13500.0,2016-12-07,65000.0,for_sale
single_family,2003.0,7.0,5.0,4.0,1.0,2.0,3123.0,5200.0,3.0,,,2200000.0,for_sale
condos,1971.0,2.0,1.0,1.0,,,,800.0,24.0,130000.0,2001-03-21,120000.0,for_sale
multi_family,1900.0,6.0,2.0,2.0,,,3049.0,,,300000.0,2022-02-07,335000.0,for_sale
condos,1890.0,2.0,2.0,2.0,,,,1010.0,3.0,92000.0,2016-12-27,215000.0,for_sale
multi_family,1924.0,9.0,6.0,6.0,,3.0,3485.0,4899.0,,,,410000.0,for_sale
condos,1965.0,2.0,2.0,2.0,,1.0,,,5.0,160000.0,2001-05-07,239500.0,for_sale
condos,2007.0,2.0,1.0,1.0,,1.0,,,33.0,244500.0,2015-06-12,250000.0,for_sale
multi_family,1961.0,8.0,5.0,3.0,2.0,2.0,3875.0,,,,,750000.0,for_sale
condos,1956.0,3.0,2.0,1.0,1.0,,,1104.0,2.0,80000.0,1994-01-05,206150.0,for_sale
single_family,1947.0,4.0,4.0,2.0,2.0,2.0,5400.0,2589.0,2.0,84900.0,1987-12-24,475000.0,for_sale
single_family,1953.0,3.0,2.0,2.0,,2.0,,1192.0,1.0,,,220000.0,for_sale
single_family,1947.0,3.0,2.0,1.0,1.0,2.0,9728.0,1800.0,2.0,,,575000.0,for_sale
townhomes,1999.0,3.0,2.0,2.0,,1.0,,2200.0,3.0,275000.0,1999-06-22,535000.0,for_sale
single_family,1905.0,3.0,2.0,1.0,1.0,2.0,,1494.0,2.0,,,279900.0,for_sale
condos,1974.0,2.0,2.0,2.0,,1.0,,1448.0,54.0,227000.0,1994-07-29,575000.0,for_sale
single_family,1923.0,1.0,1.0,1.0,,,,1000.0,,,,169500.0,for_sale
single_family,1971.0,3.0,3.0,2.0,1.0,2.0,5118.0,1250.0,,324000.0,2020-10-22,417000.0,for_sale
single_family,1924.0,5.0,3.0,1.0,2.0,2.0,6976.0,1627.0,2.0,,,207000.0,for_sale
single_family,,4.0,3.0,2.0,1.0,2.0,,2867.0,,450000.0,2004-01-21,715000.0,for_sale
multi_family,1906.0,4.0,2.0,2.0,,2.0,3750.0,,,80000.0,1986-10-16,699900.0,for_sale
single_family,1911.0,3.0,2.0,2.0,,2.0,3136.0,2700.0,2.0,,,699000.0,for_sale
multi_family,1925.0,6.0,2.0,2.0,,,,2200.0,,,,188000.0,for_sale
single_family,1966.0,3.0,2.0,2.0,,1.0,3136.0,1940.0,1.0,,,464900.0,for_sale
single_family,1923.0,4.0,2.0,1.0,1.0,2.0,3125.0,1200.0,2.0,30000.0,1977-04-27,299000.0,for_sale
condos,1968.0,1.0,1.0,1.0,,,,879.0,3.0,128000.0,2017-06-23,175000.0,for_sale
condos,2000.0,3.0,2.0,2.0,,1.0,,1671.0,4.0,625000.0,2022-06-17,649900.0,for_sale
condos,,2.0,2.0,2.0,,1.0,,1600.0,4.0,571000.0,2017-12-08,749000.0,for_sale
single_family,1989.0,3.0,3.0,3.0,,2.0,3746.0,2688.0,,227500.0,2000-12-07,447000.0,for_sale
condos,1924.0,2.0,1.0,1.0,,,,,3.0,71000.0,2010-01-07,165000.0,for_sale
single_family,1900.0,6.0,7.0,4.0,3.0,2.0,7040.0,5730.0,3.0,415000.0,1984-05-02,2895000.0,for_sale
single_family,1920.0,3.0,1.0,1.0,,,,1110.0,1.0,,,99900.0,for_sale
condos,,2.0,1.0,1.0,,,,950.0,3.0,110000.0,2023-01-27,154900.0,for_sale
condos,1967.0,2.0,2.0,2.0,,1.0,,,32.0,,,349950.0,for_sale
single_family,1909.0,3.0,2.0,2.0,,2.0,,1302.0,2.0,135000.0,2004-09-30,114400.0,for_sale
condos,1894.0,3.0,2.0,2.0,,,,1400.0,3.0,400000.0,2019-11-04,699999.0,for_sale
condos,2007.0,3.0,2.0,2.0,,2.0,,,4.0,480000.0,2012-03-13,799000.0,for_sale
single_family,2019.0,5.0,5.0,4.0,1.0,2.0,1799.0,4000.0,2.0,,,1095000.0,for_sale
single_family,1937.0,3.0,3.0,2.0,1.0,2.0,3750.0,,2.0,,,125000.0,for_sale
single_family,,4.0,4.0,3.0,1.0,2.0,4125.0,4200.0,2.0,45000.0,2021-01-22,680000.0,for_sale
single_family,,4.0,2.0,2.0,,,3125.0,1150.0,1.0,,,32900.0,for_sale
single_family,1891.0,6.0,6.0,4.0,2.0,,4500.0,5127.0,3.0,950000.0,2006-02-23,1990000.0,for_sale
condos,1968.0,3.0,4.0,4.0,,400.0,,2985.0,70.0,,,1295000.0,for_sale
single_family,1920.0,4.0,3.0,3.0,,2.0,3810.0,3600.0,2.0,412000.0,2020-10-26,624500.0,for_sale
single_family,1948.0,4.0,2.0,2.0,,2.0,3750.0,2726.0,1.0,65000.0,1985-01-01,369900.0,for_sale
condos,1918.0,2.0,2.0,2.0,,1.0,,1700.0,3.0,515000.0,2020-12-04,599900.0,for_sale
single_family,1949.0,3.0,3.0,1.0,2.0,2.0,,2121.0,2.0,,,650000.0,for_sale
condos,1923.0,1.0,1.0,1.0,,,,372.0,2.0,120000.0,2023-11-20,189500.0,for_sale
condos,1920.0,2.0,1.0,1.0,,,,1000.0,3.0,213000.0,2014-07-10,299900.0,for_sale
condos,1923.0,1.0,1.0,1.0,,1.0,,780.0,6.0,260000.0,2019-03-01,280000.0,for_sale
condos,1914.0,2.0,2.0,2.0,,1.0,,1300.0,1.0,314000.0,2019-12-09,300000.0,for_sale
condos,,2.0,2.0,2.0,,1.0,,1205.0,10.0,181500.0,1998-06-30,410000.0,for_sale
single_family,2010.0,4.0,3.0,2.0,1.0,2.0,5227.0,1668.0,2.0,200000.0,2007-06-14,539900.0,for_sale
single_family,1904.0,7.0,7.0,5.0,2.0,2.0,23479.0,10709.0,3.0,1500000.0,1999-08-05,3249000.0,for_sale
condos,,1.0,1.0,1.0,,1.0,,721.0,5.0,170000.0,2009-11-30,184900.0,for_sale
single_family,1947.0,4.0,2.0,2.0,,2.0,3900.0,1326.0,2.0,,,280000.0,for_sale
condos,,2.0,3.0,2.0,1.0,1.0,,,3.0,348000.0,2004-06-30,500000.0,for_sale
townhomes,1966.0,3.0,2.0,1.0,1.0,,,1217.0,2.0,,,290000.0,for_sale
single_family,1916.0,3.0,2.0,1.0,1.0,,5970.0,1400.0,2.0,173500.0,2018-11-08,129850.0,for_sale
single_family,1954.0,4.0,3.0,3.0,,2.0,10148.0,2877.0,2.0,85000.0,1978-11-01,559000.0,for_sale
condos,1989.0,3.0,2.0,2.0,,1.0,,,5.0,280000.0,2006-10-02,249900.0,for_sale
condos,1964.0,1.0,1.0,1.0,,,,900.0,29.0,,,159900.0,for_sale
single_family,1960.0,3.0,1.0,1.0,,,8750.0,1040.0,2.0,66000.0,2001-06-13,107000.0,for_sale
single_family,1923.0,3.0,2.0,2.0,,1.0,9348.0,1505.0,2.0,495000.0,2021-07-27,600000.0,for_sale
single_family,1890.0,3.0,3.0,2.0,1.0,,1498.0,2850.0,3.0,940000.0,2020-11-11,999900.0,for_sale
multi_family,1920.0,4.0,2.0,2.0,,2.0,4792.0,,,83000.0,1989-03-22,169950.0,for_sale
single_family,1885.0,3.0,2.0,2.0,,2.0,3250.0,,1.0,145000.0,2019-02-15,210000.0,for_sale
townhomes,1944.0,3.0,1.0,1.0,,2.0,,936.0,2.0,74000.0,2001-05-01,125000.0,for_sale
single_family,1942.0,2.0,2.0,2.0,,2.0,,1626.0,2.0,106000.0,2001-08-13,324900.0,for_sale
condos,1995.0,2.0,1.0,1.0,,,,1641.0,3.0,,,475000.0,for_sale
condos,2001.0,7.0,11.0,8.0,3.0,7.0,,12435.0,8.0,,,14400000.0,for_sale
condos,1900.0,3.0,2.0,2.0,,1.0,,1500.0,6.0,545000.0,2016-07-08,625000.0,for_sale
condos,1965.0,2.0,2.0,2.0,,1.0,,1250.0,30.0,150000.0,2003-05-19,189000.0,for_sale
land,,,0.0,,,,27007.0,,,1765000.0,2005-10-07,1995000.0,for_sale
condos,1929.0,2.0,1.0,1.0,,,,800.0,3.0,235000.0,2007-03-28,219900.0,for_sale
single_family,1938.0,4.0,4.0,4.0,,2.0,6151.0,2050.0,2.0,245000.0,2005-08-05,400000.0,for_sale
multi_family,1885.0,5.0,2.0,2.0,,,,,,,,250000.0,for_sale
condos,,2.0,1.0,1.0,,,,,1.0,225000.0,2018-08-03,230000.0,for_sale
single_family,1963.0,3.0,2.0,1.0,1.0,2.0,3750.0,1080.0,,135500.0,1994-04-25,320000.0,for_sale
single_family,1938.0,3.0,3.0,2.0,1.0,2.0,3720.0,1536.0,2.0,130000.0,1990-12-26,410000.0,for_sale
condos,1919.0,3.0,2.0,2.0,,,,2000.0,3.0,498500.0,2002-09-05,595000.0,for_sale
single_family,1928.0,3.0,2.0,2.0,,2.0,3750.0,1306.0,2.0,136000.0,1979-07-31,379000.0,for_sale
condos,1910.0,1.0,1.0,1.0,,,,1548.0,10.0,185000.0,2021-10-14,265000.0,for_sale
single_family,1940.0,4.0,3.0,2.0,1.0,2.0,4312.0,1600.0,2.0,325000.0,2004-08-02,539900.0,for_sale
single_family,1972.0,4.0,2.0,1.0,1.0,,,893.0,2.0,,,125000.0,for_sale
single_family,1926.0,4.0,1.0,1.0,,1.0,3746.0,1110.0,2.0,124500.0,2003-10-30,89900.0,for_sale
single_family,1930.0,2.0,1.0,1.0,,2.0,3624.0,3625.0,2.0,,,27000.0,for_sale
single_family,1917.0,4.0,2.0,2.0,,2.0,4840.0,1160.0,2.0,283500.0,2019-04-24,275000.0,for_sale
condos,2010.0,4.0,6.0,5.0,1.0,1.0,,5200.0,72.0,,,3899000.0,for_sale
single_family,1939.0,2.0,1.0,1.0,,2.0,4216.0,1000.0,2.0,175000.0,2018-09-04,259900.0,for_sale
condos,1920.0,1.0,1.0,1.0,,,,,4.0,91500.0,2002-05-13,150000.0,for_sale
townhomes,1997.0,3.0,3.0,2.0,1.0,1.0,,2400.0,3.0,,,390000.0,for_sale
condos,1920.0,2.0,2.0,2.0,,,,1550.0,3.0,265000.0,2020-11-23,325000.0,for_sale
single_family,1930.0,5.0,4.0,3.0,1.0,2.0,4386.0,1212.0,2.0,390000.0,2008-04-09,244900.0,for_sale
single_family,1956.0,5.0,4.0,4.0,,2.0,5000.0,,2.0,350000.0,2016-08-22,920000.0,for_sale
single_family,1955.0,3.0,3.0,3.0,,2.0,3750.0,2310.0,2.0,185000.0,2021-01-08,390000.0,for_sale
condos,1970.0,1.0,1.0,1.0,,1.0,,700.0,26.0,,,85000.0,for_sale
single_family,1964.0,3.0,2.0,1.0,1.0,2.0,5227.0,1404.0,1.0,166000.0,1988-07-28,439900.0,for_sale
single_family,1885.0,2.0,2.0,2.0,,4.0,3900.0,,1.0,25000.0,2015-04-17,89900.0,for_sale
condos,1900.0,2.0,1.0,1.0,,,,1600.0,3.0,,,135000.0,for_sale
single_family,1909.0,3.0,3.0,2.0,1.0,2.0,6125.0,2200.0,2.0,302500.0,2010-05-24,699000.0,for_sale
single_family,1928.0,3.0,3.0,2.0,1.0,,,2000.0,,127000.0,2005-05-20,239000.0,for_sale
single_family,1910.0,3.0,1.0,1.0,,2.0,3750.0,1152.0,2.0,57500.0,1994-12-14,149000.0,for_sale
condos,1908.0,1.0,1.0,1.0,,1.0,,1101.0,8.0,192500.0,2019-12-17,265000.0,for_sale
condos,2016.0,4.0,5.0,3.0,2.0,1.0,,3500.0,4.0,515000.0,2018-08-14,559900.0,for_sale
condos,1989.0,1.0,1.0,1.0,,1.0,,1000.0,5.0,119000.0,2000-04-12,199900.0,for_sale
single_family,1922.0,3.0,2.0,2.0,,2.0,3750.0,1281.0,2.0,342500.0,2006-09-08,284900.0,for_sale
single_family,1977.0,3.0,3.0,2.0,1.0,2.0,,2240.0,1.0,345000.0,2003-07-09,359900.0,for_sale
condos,1926.0,4.0,3.0,3.0,,,,2500.0,6.0,742500.0,2018-05-17,595000.0,for_sale
single_family,1905.0,5.0,4.0,4.0,,2.0,11873.0,2987.0,2.0,,,429000.0,for_sale
single_family,1887.0,5.0,8.0,5.0,3.0,3.0,33977.0,7935.0,3.0,700000.0,2020-11-19,900000.0,for_sale
condos,1927.0,1.0,1.0,1.0,,,6111.0,,3.0,,,239000.0,for_sale
single_family,1916.0,2.0,1.0,1.0,,2.0,3598.0,1076.0,1.0,340000.0,2022-06-03,350000.0,for_sale
single_family,1993.0,4.0,2.0,2.0,,2.0,3125.0,,2.0,193000.0,2001-04-04,609900.0,for_sale
single_family,,3.0,2.0,2.0,,2.0,4971.0,1100.0,1.0,55000.0,1991-07-24,349000.0,for_sale
townhomes,1994.0,3.0,3.0,2.0,1.0,1.0,1725.0,1825.0,2.0,193000.0,2000-11-03,190000.0,for_sale
single_family,1924.0,5.0,3.0,2.0,1.0,2.0,3750.0,1750.0,2.0,,,270000.0,for_sale
multi_family,1919.0,6.0,2.0,2.0,,,3125.0,,,,,380000.0,for_sale
single_family,1910.0,5.0,5.0,4.0,1.0,1.0,,,3.0,,,2100000.0,for_sale
single_family,1888.0,3.0,3.0,2.0,1.0,,,,2.0,,,675000.0,for_sale
townhomes,1968.0,2.0,1.0,1.0,,,1110.0,581.0,2.0,52000.0,1998-01-06,34900.0,for_sale
single_family,1956.0,2.0,3.0,2.0,1.0,2.0,,2645.0,1.0,102500.0,1995-05-24,199900.0,for_sale
condos,,3.0,3.0,2.0,1.0,,,2200.0,3.0,,,499000.0,for_sale
condos,2006.0,2.0,2.0,2.0,,,,1200.0,3.0,,,137000.0,for_sale
condos,2003.0,2.0,2.0,2.0,,,,,1.0,472000.0,2019-03-12,599900.0,for_sale
condos,2023.0,3.0,2.0,2.0,,1.0,,993.0,5.0,,,333734.0,for_sale
multi_family,1913.0,6.0,3.0,3.0,,2.0,4792.0,4133.0,,485000.0,2012-07-19,899900.0,for_sale
single_family,1950.0,2.0,1.0,1.0,,2.0,4356.0,720.0,2.0,183500.0,2004-11-29,219900.0,for_sale
multi_family,1909.0,3.0,3.0,3.0,,2.0,3750.0,,,355000.0,2016-07-07,439000.0,for_sale
single_family,1915.0,3.0,2.0,2.0,,1.0,3125.0,2744.0,2.0,89000.0,1995-01-13,214900.0,for_sale
condos,1920.0,3.0,2.0,2.0,,1.0,,2000.0,3.0,390000.0,2019-09-19,759000.0,for_sale
single_family,1937.0,2.0,2.0,2.0,,2.0,3000.0,2100.0,1.0,482000.0,2020-07-31,560000.0,for_sale
condos,2005.0,2.0,2.0,2.0,,,,,4.0,,,299000.0,for_sale
single_family,1963.0,3.0,2.0,1.0,1.0,,,1080.0,1.0,,,158900.0,for_sale
condos,1982.0,2.0,2.0,2.0,,1.0,,,23.0,224000.0,2021-11-02,319000.0,for_sale
condos,1923.0,2.0,2.0,2.0,,,,,4.0,213000.0,2015-12-30,304999.0,for_sale
single_family,1927.0,3.0,4.0,2.0,2.0,2.0,11550.0,2528.0,2.0,,,415000.0,for_sale
single_family,1961.0,3.0,1.0,1.0,,,8499.0,1200.0,,8500.0,2019-04-11,115000.0,for_sale
condos,2005.0,2.0,2.0,2.0,,,,1150.0,3.0,150000.0,2017-02-28,249000.0,for_sale
single_family,1992.0,4.0,4.0,3.0,1.0,2.0,2646.0,4076.0,2.0,1800000.0,2023-03-09,1950000.0,for_sale
condos,1930.0,3.0,2.0,2.0,,1.0,,,3.0,182000.0,2001-03-02,210000.0,for_sale
condos,2004.0,3.0,3.0,2.0,1.0,1.0,,2250.0,4.0,181000.0,2015-10-09,375000.0,for_sale
multi_family,1921.0,8.0,6.0,6.0,,2.0,3920.0,3150.0,,450000.0,2019-02-05,630000.0,for_sale
single_family,1946.0,3.0,2.0,2.0,,1.0,4235.0,1200.0,1.0,80000.0,1989-12-21,295000.0,for_sale
multi_family,1926.0,6.0,3.0,3.0,,2.0,3750.0,,,1545000.0,2005-11-15,38000.0,for_sale
condos,1895.0,3.0,3.0,2.0,1.0,,,1700.0,1.0,,,299900.0,for_sale
condos,1904.0,1.0,1.0,1.0,,1.0,,,9.0,254000.0,2005-12-16,299000.0,for_sale
single_family,1903.0,6.0,5.0,4.0,1.0,2.0,10293.0,,2.0,465000.0,1994-06-27,3995000.0,for_sale
condos,1975.0,1.0,1.0,1.0,,,,,2.0,150000.0,2015-06-01,159900.0,for_sale
single_family,1922.0,2.0,2.0,1.0,1.0,2.0,3703.0,1095.0,1.0,280000.0,2006-07-25,249600.0,for_sale
condos,1982.0,2.0,2.0,2.0,,,,1200.0,6.0,,,290000.0,for_sale
single_family,1961.0,2.0,2.0,2.0,,2.0,3750.0,1713.0,1.0,278000.0,2015-04-03,365000.0,for_sale
condos,1929.0,2.0,2.0,2.0,,,,2500.0,3.0,,,675000.0,for_sale
condos,1971.0,2.0,2.0,2.0,,1.0,,1519.0,45.0,86000.0,1993-12-08,269500.0,for_sale
single_family,1962.0,3.0,1.0,1.0,,2.0,,1036.0,,,,205000.0,for_sale
condos,1930.0,2.0,1.0,1.0,,1.0,,,29.0,180000.0,2024-02-16,339900.0,for_sale
