type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
condos,1912.0,1.0,1.0,1.0,,75.0,,713.0,7.0,167500.0,2000-09-19,245000.0,for_sale
single_family,1914.0,3.0,2.0,2.0,,2.0,10454.0,1622.0,2.0,,,450000.0,for_sale
townhomes,1951.0,3.0,3.0,1.0,2.0,1.0,,1800.0,2.0,20500.0,2015-03-30,64900.0,for_sale
single_family,1930.0,3.0,2.0,2.0,,,3705.0,1046.0,1.0,25000.0,2009-11-16,150000.0,for_sale
multi_family,1918.0,5.0,2.0,2.0,,,3125.0,,,,,59900.0,for_sale
condos,2003.0,3.0,2.0,2.0,,,,1760.0,3.0,515000.0,2015-12-21,679000.0,for_sale
single_family,1900.0,4.0,2.0,2.0,,,1472.0,1246.0,2.0,80000.0,2022-08-30,195000.0,for_sale
townhomes,2006.0,2.0,2.0,2.0,,2.0,,1727.0,3.0,245000.0,2018-09-11,325000.0,for_sale
single_family,1943.0,3.0,2.0,1.0,1.0,2.0,4375.0,1182.0,2.0,,,280000.0,for_sale
condos,1964.0,1.0,1.0,1.0,,1.0,,770.0,19.0,142000.0,2012-10-18,209000.0,for_sale
multi_family,1880.0,6.0,2.0,2.0,,,3900.0,,,,,60000.0,for_sale
multi_family,1921.0,5.0,3.0,3.0,,,3750.0,,,250000.0,2021-01-26,320000.0,for_sale
single_family,1944.0,4.0,3.0,3.0,,2.0,3964.0,3025.0,2.0,450000.0,2021-09-02,525000.0,for_sale
single_family,1959.0,3.0,2.0,2.0,,2.0,3149.0,1120.0,1.0,157000.0,2017-08-03,235000.0,for_sale
single_family,1890.0,3.0,3.0,2.0,1.0,2.0,2928.0,2200.0,2.0,113500.0,1999-05-26,498000.0,for_sale
condos,1920.0,2.0,2.0,2.0,,,,1200.0,3.0,284500.0,2018-06-21,319000.0,for_sale
condos,2009.0,2.0,2.0,2.0,,,,,46.0,,,364900.0,for_sale
condos,1964.0,4.0,3.0,3.0,,,,2500.0,26.0,,,699000.0,for_sale
single_family,1923.0,4.0,4.0,3.0,1.0,2.0,7719.0,3760.0,2.0,325000.0,2023-04-14,899900.0,for_sale
condos,1969.0,2.0,2.0,2.0,,1.0,,,100.0,400000.0,2022-02-03,439900.0,for_sale
single_family,1924.0,5.0,3.0,3.0,,2.0,4125.0,4300.0,2.0,,,599999.0,for_sale
condos,2008.0,2.0,2.0,2.0,,,,1300.0,4.0,391500.0,2019-08-15,415000.0,for_sale
single_family,1953.0,3.0,2.0,2.0,,1.0,10803.0,892.0,1.0,,,239900.0,for_sale
single_family,1926.0,3.0,2.0,2.0,,1.0,3703.0,,2.0,185000.0,2008-01-31,190000.0,for_sale
condos,1906.0,3.0,1.0,1.0,,,,1400.0,3.0,22000.0,2014-01-14,125000.0,for_sale
condos,1962.0,1.0,1.0,1.0,,,,,60.0,79000.0,1996-05-23,260000.0,for_sale
condos,1905.0,2.0,2.0,2.0,,,,,7.0,189000.0,1999-09-24,379900.0,for_sale
condos,1996.0,2.0,2.0,2.0,,1.0,,1221.0,56.0,382500.0,2021-04-05,425000.0,for_sale
single_family,1914.0,3.0,2.0,2.0,,2.0,8550.0,,1.0,,,230000.0,for_sale
single_family,1925.0,3.0,1.0,1.0,,,3125.0,,1.0,10000.0,2010-01-08,38900.0,for_sale
single_family,1921.0,3.0,1.0,1.0,,2.0,3750.0,,2.0,312000.0,2004-11-18,324900.0,for_sale
condos,,3.0,2.0,2.0,,,,2000.0,3.0,,,325000.0,for_sale
multi_family,1920.0,6.0,2.0,2.0,,3.0,3485.0,,,167000.0,2001-06-05,199999.0,for_sale
single_family,2010.0,3.0,4.0,3.0,1.0,2.0,3598.0,1800.0,2.0,195000.0,2005-02-24,549900.0,for_sale
condos,1925.0,4.0,3.0,2.0,1.0,2.0,,2350.0,4.0,421500.0,2003-01-15,1149999.0,for_sale
single_family,1926.0,3.0,3.0,3.0,,1.0,3920.0,1546.0,2.0,170500.0,2015-09-02,315000.0,for_sale
single_family,1910.0,4.0,2.0,2.0,,2.0,3125.0,1492.0,2.0,200000.0,2002-08-01,649900.0,for_sale
multi_family,1982.0,7.0,5.0,5.0,,2.0,4792.0,3400.0,,354000.0,1996-01-18,719900.0,for_sale
condos,1931.0,2.0,1.0,1.0,,,,1150.0,16.0,,,304500.0,for_sale
townhomes,1946.0,2.0,1.0,1.0,,2.0,2670.0,940.0,2.0,89000.0,2002-03-05,,for_sale
condos,2003.0,2.0,2.0,2.0,,1.0,,1400.0,37.0,368000.0,2013-06-27,499900.0,for_sale
single_family,1902.0,4.0,2.0,2.0,,2.0,4000.0,1896.0,2.0,,,55900.0,for_sale
multi_family,1905.0,4.0,2.0,2.0,,,3125.0,,,335000.0,2006-12-20,199900.0,for_sale
single_family,1925.0,3.0,3.0,3.0,,2.0,,1700.0,2.0,402000.0,2021-02-09,549000.0,for_sale
single_family,1924.0,4.0,2.0,2.0,,2.0,3750.0,2397.0,2.0,170000.0,2011-03-09,339900.0,for_sale
single_family,1945.0,2.0,2.0,2.0,,2.0,4721.0,1656.0,2.0,40000.0,2012-08-24,224873.0,for_sale
single_family,1952.0,3.0,2.0,2.0,,2.0,,2358.0,,85000.0,1991-05-08,325000.0,for_sale
multi_family,1923.0,6.0,4.0,4.0,,2.0,3625.0,,,382000.0,2015-11-16,725000.0,for_sale
multi_family,,5.0,2.0,2.0,,,2614.0,,,,,475000.0,for_sale
single_family,1924.0,3.0,1.0,1.0,,2.0,,1242.0,1.0,,,167500.0,for_sale
single_family,1885.0,4.0,2.0,2.0,,,3750.0,1428.0,2.0,,,149900.0,for_sale
condos,2004.0,1.0,1.0,1.0,,1.0,,,4.0,271000.0,2018-08-20,319900.0,for_sale
condos,1991.0,3.0,3.0,2.0,1.0,1.0,,1600.0,61.0,630000.0,2018-10-03,650000.0,for_sale
single_family,1885.0,5.0,7.0,4.0,3.0,1.0,10781.0,10250.0,3.0,4800000.0,2021-08-05,6500000.0,for_sale
multi_family,1928.0,5.0,6.0,2.0,4.0,2.0,3125.0,1616.0,,135000.0,1981-09-29,730000.0,for_sale
multi_family,1888.0,6.0,2.0,2.0,,,,2349.0,,,,375000.0,for_sale
condos,1918.0,2.0,2.0,2.0,,,,1600.0,12.0,,,135000.0,for_sale
condos,1920.0,3.0,2.0,2.0,,,,1650.0,12.0,140000.0,2006-07-31,249000.0,for_sale
condos,1921.0,2.0,2.0,2.0,,,,,3.0,,,245000.0,for_sale
condos,1969.0,2.0,1.0,1.0,,,,1000.0,30.0,215000.0,2018-07-25,279000.0,for_sale
condos,1970.0,2.0,2.0,2.0,,,,1157.0,19.0,295000.0,2016-07-29,279900.0,for_sale
condos,,1.0,1.0,1.0,,,,,4.0,294000.0,2021-02-19,325000.0,for_sale
condos,2007.0,2.0,2.0,2.0,,1.0,,,3.0,,,435000.0,for_sale
multi_family,1922.0,4.0,2.0,2.0,,2.0,3920.0,,,,,94000.0,for_sale
single_family,1952.0,3.0,2.0,1.0,1.0,2.0,5053.0,1763.0,2.0,190266.0,2012-03-06,598000.0,for_sale
single_family,1967.0,3.0,3.0,2.0,1.0,2.0,3750.0,1248.0,1.0,375000.0,2005-05-03,489000.0,for_sale
condos,2008.0,3.0,2.0,2.0,,2.0,,1900.0,5.0,600.0,2020-12-04,675000.0,for_sale
condos,1999.0,2.0,2.0,2.0,,1.0,,1550.0,4.0,358000.0,2004-11-01,670000.0,for_sale
condos,1964.0,3.0,4.0,3.0,1.0,1.0,,2500.0,55.0,,,899000.0,for_sale
single_family,1927.0,3.0,3.0,2.0,1.0,2.0,3703.0,1535.0,2.0,,,385000.0,for_sale
single_family,1926.0,4.0,2.0,1.0,1.0,1.0,14643.0,1417.0,2.0,285000.0,2013-09-10,329000.0,for_sale
single_family,1887.0,6.0,5.0,4.0,1.0,,8040.0,3519.0,3.0,340000.0,1987-09-24,1350000.0,for_sale
single_family,1953.0,4.0,4.0,3.0,1.0,2.0,3750.0,3200.0,2.0,295000.0,2017-09-19,570000.0,for_sale
single_family,1875.0,3.0,3.0,2.0,1.0,2.0,3075.0,2156.0,2.0,,,995000.0,for_sale
single_family,1885.0,5.0,2.0,2.0,,,3136.0,1738.0,3.0,,,215000.0,for_sale
condos,,2.0,2.0,2.0,,2.0,,1500.0,39.0,84000.0,1995-09-13,320000.0,for_sale
condos,2002.0,3.0,3.0,2.0,1.0,2.0,,2100.0,5.0,775000.0,2018-07-05,800000.0,for_sale
single_family,,3.0,2.0,2.0,,,3576.0,1535.0,2.0,40000.0,2021-12-16,42000.0,for_sale
condos,2003.0,2.0,2.0,2.0,,,,1425.0,20.0,284000.0,2000-03-03,299000.0,for_sale
single_family,1924.0,5.0,4.0,3.0,1.0,2.0,6691.0,3495.0,2.0,575000.0,2012-09-25,875000.0,for_sale
single_family,1950.0,2.0,1.0,1.0,,1.0,5625.0,1000.0,1.0,,,375000.0,for_sale
single_family,1955.0,4.0,4.0,3.0,1.0,2.0,5900.0,3246.0,3.0,287500.0,1996-06-27,849000.0,for_sale
single_family,1958.0,3.0,1.0,1.0,,2.0,,1080.0,1.0,,,264900.0,for_sale
single_family,1895.0,4.0,3.0,3.0,,,7200.0,2500.0,2.0,45000.0,2021-11-01,199999.0,for_sale
single_family,1954.0,4.0,3.0,3.0,,,5097.0,,2.0,399000.0,2022-03-29,450000.0,for_sale
condos,1970.0,1.0,1.0,1.0,,1.0,,,25.0,167000.0,2007-09-28,159000.0,for_sale
single_family,1938.0,3.0,3.0,2.0,1.0,2.0,4064.0,1450.0,2.0,,,245000.0,for_sale
townhomes,1956.0,3.0,3.0,2.0,1.0,,2664.0,2778.0,2.0,555000.0,2016-05-03,774500.0,for_sale
multi_family,1924.0,5.0,4.0,4.0,,3.0,5000.0,,,252000.0,2021-11-30,298000.0,for_sale
condos,1900.0,1.0,1.0,1.0,,,,,4.0,250000.0,2018-04-19,290000.0,for_sale
condos,1923.0,1.0,1.0,1.0,,,,,3.0,290000.0,2006-05-02,325000.0,for_sale
townhomes,1885.0,2.0,2.0,1.0,1.0,,1984.0,1088.0,2.0,90000.0,2022-01-14,225000.0,for_sale
single_family,1900.0,2.0,2.0,2.0,,,4500.0,,2.0,146000.0,2001-01-09,379875.0,for_sale
single_family,1910.0,2.0,1.0,1.0,,1.0,4000.0,880.0,2.0,76000.0,2000-04-14,79400.0,for_sale
condos,2008.0,2.0,2.0,2.0,,1.0,,1100.0,9.0,400000.0,2019-09-12,450000.0,for_sale
single_family,1956.0,3.0,1.0,1.0,,2.0,5793.0,998.0,1.0,165000.0,2020-11-10,269900.0,for_sale
condos,1931.0,2.0,1.0,1.0,,,,1200.0,17.0,242500.0,2015-12-22,299900.0,for_sale
condos,1979.0,2.0,2.0,2.0,,,,1011.0,3.0,149000.0,2017-10-24,199000.0,for_sale
single_family,1924.0,3.0,1.0,1.0,,1.0,4400.0,1433.0,2.0,,,429900.0,for_sale
single_family,1949.0,2.0,1.0,1.0,,,,1100.0,,,,120000.0,for_sale
single_family,1957.0,2.0,2.0,2.0,,2.0,3125.0,1100.0,,,,149900.0,for_sale
townhomes,2024.0,3.0,4.0,3.0,1.0,2.0,,2000.0,2.0,,,599000.0,for_sale
townhomes,,3.0,3.0,2.0,1.0,2.0,,,4.0,600000.0,2017-03-03,850000.0,for_sale
condos,1916.0,2.0,2.0,2.0,,,,1400.0,3.0,4500000.0,2020-10-27,440000.0,for_sale
single_family,,4.0,3.0,3.0,,,2196.0,1800.0,2.0,,,299000.0,for_sale
condos,1917.0,3.0,3.0,3.0,,,,1710.0,3.0,,,199900.0,for_sale
condos,1972.0,2.0,2.0,2.0,,1.0,,1700.0,45.0,380000.0,2023-09-11,415000.0,for_sale
condos,2008.0,2.0,2.0,2.0,,,,1100.0,3.0,,,425000.0,for_sale
condos,2006.0,2.0,2.0,2.0,,1.0,40000.0,1278.0,5.0,,,300000.0,for_sale
multi_family,1913.0,4.0,2.0,2.0,,,3048.0,,,335000.0,2007-10-09,375000.0,for_sale
single_family,1950.0,2.0,2.0,2.0,,2.0,7161.0,2400.0,1.0,490000.0,2014-12-16,599000.0,for_sale
single_family,1969.0,3.0,2.0,2.0,,,4840.0,1237.0,,260000.0,2006-11-13,345000.0,for_sale
condos,1917.0,1.0,1.0,1.0,,,,1000.0,3.0,270000.0,2008-01-15,279000.0,for_sale
multi_family,1957.0,7.0,6.0,6.0,,2.0,4880.0,1850.0,,610000.0,2004-11-08,819000.0,for_sale
single_family,1929.0,2.0,2.0,1.0,1.0,2.0,3781.0,1079.0,1.0,289000.0,2022-05-06,362500.0,for_sale
single_family,1961.0,3.0,2.0,1.0,1.0,2.0,3117.0,1020.0,1.0,174000.0,2006-04-27,195000.0,for_sale
single_family,2023.0,3.0,3.0,3.0,,2.0,3750.0,3000.0,2.0,,,534999.0,for_sale
multi_family,,5.0,2.0,2.0,,2.0,3125.0,,,125000.0,2008-09-29,550000.0,for_sale
single_family,1885.0,5.0,7.0,4.0,3.0,2.0,2845.0,6500.0,3.0,,,3699000.0,for_sale
condos,1915.0,1.0,1.0,1.0,,,,800.0,2.0,88000.0,2021-01-08,160000.0,for_sale
single_family,,5.0,4.0,4.0,,1.0,1368.0,,3.0,1350000.0,2018-04-30,2295000.0,for_sale
multi_family,1892.0,4.0,2.0,2.0,,,3125.0,,,,,585000.0,for_sale
condos,1949.0,2.0,2.0,2.0,,1.0,,1300.0,10.0,444500.0,2022-08-04,499900.0,for_sale
single_family,1891.0,5.0,2.0,1.0,1.0,2.0,10000.0,,3.0,279000.0,2014-10-30,375000.0,for_sale
condos,1955.0,1.0,1.0,1.0,,1.0,,,19.0,201000.0,2004-08-30,209900.0,for_sale
condos,,2.0,1.0,1.0,,,,,4.0,168500.0,2017-07-25,225000.0,for_sale
condos,2018.0,2.0,2.0,2.0,,1.0,,,1.0,,,339000.0,for_sale
single_family,1891.0,4.0,5.0,4.0,1.0,1.0,1455.0,4700.0,3.0,2100000.0,2014-10-07,1650000.0,for_sale
multi_family,1910.0,4.0,2.0,2.0,,1.0,,,,23000.0,1980-09-22,124900.0,for_sale
condos,1904.0,1.0,1.0,1.0,,,,,6.0,232000.0,2016-06-22,295000.0,for_sale
single_family,1925.0,2.0,2.0,2.0,,2.0,3720.0,1900.0,1.0,225000.0,2019-08-30,329900.0,for_sale
condos,1971.0,1.0,1.0,1.0,,1.0,,750.0,1.0,127000.0,2006-06-02,113500.0,for_sale
condos,2007.0,2.0,2.0,2.0,,1.0,,1200.0,5.0,520000.0,2020-09-30,599000.0,for_sale
multi_family,1892.0,7.0,2.0,2.0,,,3125.0,,,75000.0,2007-06-04,169900.0,for_sale
single_family,1895.0,3.0,6.0,5.0,1.0,1.0,1200.0,5162.0,,3000000.0,2012-08-20,3800000.0,for_sale
condos,2003.0,2.0,2.0,2.0,,1.0,,1300.0,60.0,482500.0,2017-06-28,434900.0,for_sale
condos,2006.0,1.0,1.0,1.0,,1.0,,933.0,31.0,360000.0,2016-07-27,385000.0,for_sale
condos,2006.0,3.0,3.0,2.0,1.0,,,1600.0,3.0,642000.0,2020-10-27,599900.0,for_sale
single_family,1955.0,4.0,4.0,3.0,1.0,,4687.0,,1.0,,,259000.0,for_sale
single_family,1910.0,5.0,7.0,5.0,2.0,3.0,3750.0,6100.0,2.0,210000.0,1987-05-01,3000000.0,for_sale
multi_family,1916.0,6.0,3.0,3.0,,,3049.0,,,320000.0,2019-08-05,405000.0,for_sale
condos,1960.0,1.0,1.0,1.0,,,,,23.0,207500.0,2012-12-24,250000.0,for_sale
multi_family,1925.0,7.0,4.0,4.0,,2.0,3920.0,,,,,315000.0,for_sale
townhomes,1993.0,2.0,3.0,2.0,1.0,1.0,,1600.0,3.0,340000.0,2022-03-25,499999.0,for_sale
townhomes,2001.0,2.0,2.0,2.0,,1.0,,,3.0,215000.0,2001-12-05,429900.0,for_sale
land,,,0.0,,,,6191.0,,,126000.0,2002-12-02,30000.0,for_sale
condos,1974.0,2.0,2.0,2.0,,2.0,,1550.0,36.0,569000.0,2021-01-29,595000.0,for_sale
condos,2023.0,3.0,2.0,2.0,,1.0,,1089.0,4.0,,,427280.0,for_sale
single_family,1926.0,3.0,2.0,1.0,1.0,,3198.0,1800.0,2.0,65000.0,1998-06-24,309900.0,for_sale
single_family,1949.0,3.0,3.0,2.0,1.0,2.0,,1500.0,1.0,60000.0,2020-09-30,269000.0,for_sale
single_family,1919.0,2.0,1.0,1.0,,2.0,3780.0,828.0,2.0,,,176000.0,for_sale
condos,1962.0,1.0,1.0,1.0,,1.0,,,28.0,175000.0,2015-05-26,193900.0,for_sale
multi_family,1918.0,6.0,4.0,4.0,,2.0,4625.0,,,55000.0,1994-02-24,116999.0,for_sale
condos,1912.0,3.0,2.0,2.0,,,,1800.0,2.0,413074.0,2016-07-07,589000.0,for_sale
single_family,1921.0,2.0,2.0,2.0,,2.0,,1320.0,2.0,21500.0,1979-01-22,215000.0,for_sale
condos,2002.0,3.0,3.0,2.0,1.0,1.0,,2000.0,40.0,,,1000000.0,for_sale
condos,2006.0,3.0,2.0,2.0,,1.0,,1224.0,7.0,,,350000.0,for_sale
condos,2020.0,2.0,2.0,2.0,,,,,4.0,,,799000.0,for_sale
single_family,1918.0,2.0,2.0,2.0,,,4883.0,2484.0,1.0,200000.0,2016-10-12,368000.0,for_sale
condos,,1.0,2.0,1.0,1.0,1.0,,950.0,6.0,296000.0,2019-04-12,299900.0,for_sale
condos,,2.0,2.0,2.0,,,,,5.0,,,100000.0,for_sale
single_family,2024.0,5.0,4.0,3.0,1.0,2.0,6168.0,3000.0,2.0,101000.0,2007-12-06,789900.0,for_sale
multi_family,1885.0,5.0,2.0,2.0,,,,,,,,89000.0,for_sale
condos,1947.0,1.0,1.0,1.0,,,,650.0,15.0,,,130000.0,for_sale
condos,,0.0,1.0,1.0,,,,,6.0,,,85000.0,for_sale
condos,1901.0,2.0,2.0,2.0,,2.0,,1800.0,4.0,512500.0,2007-02-15,612000.0,for_sale
single_family,1957.0,6.0,2.0,2.0,,2.0,3125.0,1800.0,2.0,170000.0,2003-07-24,280000.0,for_sale
condos,2005.0,2.0,2.0,2.0,,,,1500.0,3.0,570000.0,2018-11-30,749000.0,for_sale
condos,2012.0,4.0,2.0,2.0,,1.0,2750.0,,3.0,,,589900.0,for_sale
single_family,1946.0,3.0,1.0,1.0,,,4356.0,1156.0,2.0,,,69900.0,for_sale
single_family,1934.0,3.0,2.0,1.0,1.0,1.0,4720.0,1440.0,2.0,,,475000.0,for_sale
condos,2005.0,2.0,2.0,2.0,,,,1300.0,4.0,220000.0,2018-04-25,285000.0,for_sale
condos,1924.0,3.0,2.0,2.0,,1.0,,1800.0,8.0,339000.0,2013-05-10,510000.0,for_sale
condos,2018.0,4.0,6.0,4.0,2.0,2.0,,5349.0,8.0,,,2695000.0,for_sale
single_family,1957.0,3.0,3.0,2.0,1.0,2.0,,2184.0,2.0,60000.0,2023-07-14,329900.0,for_sale
condos,1970.0,1.0,1.0,1.0,,,,750.0,12.0,42500.0,2000-06-08,44900.0,for_sale
condos,1996.0,1.0,2.0,1.0,1.0,1.0,,1150.0,7.0,406000.0,2017-02-02,410000.0,for_sale
single_family,1915.0,2.0,3.0,3.0,,,5314.0,1152.0,2.0,47500.0,2019-09-06,159500.0,for_sale
single_family,1948.0,2.0,2.0,2.0,,2.0,3751.0,1800.0,1.0,163000.0,2015-08-06,264888.0,for_sale
condos,1998.0,2.0,2.0,2.0,,1.0,,1470.0,4.0,565000.0,2021-10-14,729900.0,for_sale
condos,1920.0,2.0,2.0,2.0,,,,,2.0,200000.0,2012-12-10,225000.0,for_sale
single_family,1908.0,4.0,2.0,2.0,,,3125.0,1690.0,2.0,235000.0,2019-12-02,134900.0,for_sale
single_family,1945.0,2.0,3.0,2.0,1.0,2.0,3750.0,1216.0,2.0,220000.0,2023-06-12,299900.0,for_sale
multi_family,1917.0,4.0,3.0,3.0,,2.0,3750.0,,,,,593000.0,for_sale
single_family,1896.0,3.0,3.0,3.0,,,3123.0,1800.0,2.0,165000.0,1995-08-28,449000.0,for_sale
single_family,1949.0,2.0,2.0,2.0,,2.0,3811.0,2000.0,,209000.0,2017-05-23,250000.0,for_sale
single_family,1927.0,1.0,1.0,1.0,,,,720.0,,,,210000.0,for_sale
single_family,1885.0,4.0,3.0,2.0,1.0,3.0,,2100.0,2.0,59000.0,2015-12-18,309999.0,for_sale
single_family,1895.0,3.0,1.0,1.0,,,5000.0,1092.0,1.0,,,165000.0,for_sale
townhomes,1945.0,3.0,2.0,1.0,1.0,1.0,,1146.0,2.0,170000.0,1999-12-06,329900.0,for_sale
single_family,1923.0,3.0,3.0,3.0,,2.0,3751.0,2140.0,2.0,165000.0,2011-04-15,299900.0,for_sale
townhomes,2004.0,4.0,4.0,3.0,1.0,2.0,,3766.0,4.0,,,2350000.0,for_sale
condos,1974.0,2.0,2.0,2.0,,1.0,,1000.0,28.0,52000.0,1984-06-01,250000.0,for_sale
condos,1920.0,1.0,1.0,1.0,,1.0,,1250.0,1.0,272000.0,2003-05-15,295500.0,for_sale
condos,2008.0,2.0,3.0,2.0,1.0,1.0,,1902.0,52.0,1057000.0,2017-05-08,849900.0,for_sale
single_family,1900.0,3.0,2.0,2.0,,,2856.0,1216.0,1.0,115000.0,2015-11-13,189000.0,for_sale
single_family,1955.0,3.0,2.0,1.0,1.0,1.0,4375.0,1362.0,1.0,,,189900.0,for_sale
single_family,1932.0,4.0,2.0,2.0,,2.0,3750.0,1080.0,2.0,,,339000.0,for_sale
condos,1929.0,4.0,2.0,2.0,,,,1625.0,3.0,235000.0,2018-01-03,285000.0,for_sale
single_family,,3.0,3.0,2.0,1.0,2.0,,2000.0,2.0,307000.0,2016-11-22,425000.0,for_sale
single_family,1891.0,4.0,4.0,3.0,1.0,2.0,3123.0,,,1060000.0,2020-04-29,1250000.0,for_sale
single_family,1885.0,3.0,2.0,2.0,,,2700.0,1553.0,1.0,365000.0,2021-12-27,399900.0,for_sale
condos,2003.0,2.0,2.0,2.0,,1.0,,1300.0,6.0,,,450000.0,for_sale
single_family,1947.0,4.0,3.0,3.0,,2.0,,1458.0,2.0,65000.0,2002-08-08,299900.0,for_sale
multi_family,1901.0,5.0,2.0,2.0,,,,,,60000.0,1985-07-05,380000.0,for_sale
condos,1996.0,2.0,2.0,2.0,,1.0,,,4.0,,,545000.0,for_sale
single_family,2013.0,5.0,6.0,4.0,2.0,5.0,8784.0,8000.0,3.0,1625000.0,2011-04-08,5695000.0,for_sale
single_family,2007.0,5.0,7.0,5.0,2.0,3.0,6250.0,8800.0,3.0,531000.0,2005-10-12,2285000.0,for_sale
single_family,,4.0,3.0,2.0,1.0,2.0,3750.0,2150.0,2.0,243500.0,2019-07-05,349700.0,for_sale
condos,1917.0,2.0,2.0,2.0,,1.0,,,3.0,,,405000.0,for_sale
multi_family,1909.0,8.0,6.0,6.0,,4.0,7192.0,,,275000.0,2021-05-18,479900.0,for_sale
multi_family,1900.0,5.0,2.0,2.0,,2.0,3485.0,,,,,224900.0,for_sale
condos,2008.0,3.0,3.0,3.0,,1.0,,2800.0,4.0,750000.0,2022-08-10,800000.0,for_sale
condos,1928.0,3.0,3.0,3.0,,,,1700.0,12.0,,,185000.0,for_sale
condos,2002.0,2.0,2.0,2.0,,1.0,,1401.0,58.0,525000.0,2016-03-25,510000.0,for_sale
single_family,1870.0,7.0,6.0,4.0,2.0,1.0,7000.0,6016.0,2.0,100000.0,2011-10-13,2650000.0,for_sale
condos,1951.0,1.0,1.0,1.0,,1.0,,785.0,26.0,,,165000.0,for_sale
single_family,1904.0,4.0,3.0,3.0,,2.0,4625.0,1125.0,2.0,,,425000.0,for_sale
single_family,1884.0,3.0,4.0,3.0,1.0,2.0,2400.0,,2.0,835000.0,2021-03-31,1195000.0,for_sale
single_family,1931.0,5.0,3.0,3.0,,2.0,4312.0,1278.0,2.0,372500.0,2007-05-10,439000.0,for_sale
single_family,1928.0,3.0,3.0,3.0,,2.0,3750.0,2950.0,2.0,270000.0,2015-04-15,440000.0,for_sale
multi_family,1925.0,7.0,4.0,3.0,1.0,,,,,150000.0,2023-01-30,275000.0,for_sale
condos,2020.0,3.0,2.0,2.0,,1.0,,1850.0,4.0,,,850000.0,for_sale
multi_family,1907.0,5.0,2.0,2.0,,,2976.0,,,238000.0,2022-04-08,225000.0,for_sale
single_family,1921.0,5.0,3.0,3.0,,2.0,4583.0,1335.0,2.0,97500.0,1995-12-11,299000.0,for_sale
condos,,3.0,2.0,2.0,,,,1886.0,3.0,,,399800.0,for_sale
multi_family,1948.0,5.0,2.0,2.0,,,2208.0,,,175000.0,2003-08-12,349900.0,for_sale
single_family,1952.0,3.0,2.0,2.0,,2.0,,2170.0,,136500.0,1987-10-01,499900.0,for_sale
multi_family,1947.0,6.0,3.0,3.0,,,6250.0,,,70000.0,1986-10-01,90000.0,for_sale
townhomes,1991.0,2.0,2.0,2.0,,1.0,,1200.0,2.0,,,450000.0,for_sale
single_family,1896.0,6.0,5.0,4.0,1.0,,1930.0,,3.0,1010000.0,2020-11-18,1199000.0,for_sale
single_family,2018.0,3.0,4.0,3.0,1.0,2.0,,4000.0,2.0,127500.0,2015-10-26,965000.0,for_sale
condos,1925.0,2.0,1.0,1.0,,,,,4.0,,,224900.0,for_sale
multi_family,1923.0,4.0,2.0,2.0,,,3485.0,,,126500.0,2008-07-25,140000.0,for_sale
condos,1932.0,1.0,1.0,1.0,,,,,3.0,190000.0,2022-08-31,245000.0,for_sale
single_family,1956.0,3.0,2.0,2.0,,2.0,3990.0,1007.0,,230000.0,2017-05-22,299900.0,for_sale
single_family,1950.0,3.0,3.0,2.0,1.0,2.0,4687.0,1320.0,1.0,145000.0,2014-04-02,269000.0,for_sale
condos,2008.0,2.0,3.0,2.0,1.0,1.0,,,6.0,392500.0,2018-07-06,419000.0,for_sale
single_family,1927.0,2.0,2.0,1.0,1.0,,,,,,,459000.0,for_sale
condos,1974.0,2.0,2.0,2.0,,1.0,,1550.0,21.0,500000.0,2009-11-06,435000.0,for_sale
single_family,1927.0,6.0,7.0,6.0,1.0,2.0,,8000.0,,2600000.0,2017-12-11,8500000.0,for_sale
single_family,1954.0,2.0,1.0,1.0,,,3750.0,900.0,1.0,255000.0,2004-07-14,349900.0,for_sale
multi_family,1953.0,12.0,4.0,4.0,,,,,,,,629900.0,for_sale
condos,2003.0,2.0,2.0,2.0,,,,1300.0,3.0,525000.0,2022-10-04,569900.0,for_sale
townhomes,1999.0,3.0,3.0,3.0,,2.0,,,4.0,750000.0,2020-07-10,885000.0,for_sale
condos,,2.0,2.0,2.0,,,,1300.0,3.0,295000.0,2010-06-01,425000.0,for_sale
single_family,1936.0,3.0,3.0,2.0,1.0,2.0,3660.0,1590.0,2.0,405000.0,2006-06-30,449000.0,for_sale
condos,2008.0,2.0,2.0,2.0,,1.0,,1238.0,53.0,577500.0,2010-05-03,649000.0,for_sale
multi_family,1911.0,6.0,3.0,3.0,,2.0,3750.0,,,132000.0,2017-07-27,189900.0,for_sale
condos,1891.0,0.0,3.0,2.0,1.0,2.0,,,5.0,1170000.0,2000-07-20,689900.0,for_sale
condos,1915.0,2.0,2.0,2.0,,,,850.0,3.0,130000.0,2017-08-31,195000.0,for_sale
condos,1917.0,3.0,2.0,2.0,,,,1800.0,3.0,390000.0,2017-11-03,535000.0,for_sale
single_family,1915.0,4.0,2.0,1.0,1.0,2.0,3625.0,1750.0,2.0,75000.0,1999-05-18,315000.0,for_sale
townhomes,1964.0,2.0,2.0,1.0,1.0,,450.0,1177.0,2.0,,,60000.0,for_sale
single_family,1926.0,4.0,4.0,3.0,1.0,2.0,3659.0,2862.0,2.0,145000.0,2021-10-14,210000.0,for_sale
